1.easyfig.fa	2.easyfig.fa	80.479	20373	3848	42	1	20351	63903	43638	0.0	18738
1.easyfig.fa	2.easyfig.fa	75.517	9096	2149	37	67151	76223	104053	95013	0.0	6267
1.easyfig.fa	2.easyfig.fa	79.836	5981	1174	17	44171	50130	17550	11581	0.0	5302
1.easyfig.fa	2.easyfig.fa	79.410	5153	1011	14	51730	56857	11447	6320	0.0	4492
1.easyfig.fa	2.easyfig.fa	80.797	3890	741	3	97926	101812	69047	65161	0.0	3640
1.easyfig.fa	2.easyfig.fa	80.369	3576	674	18	33450	37013	30892	27333	0.0	3229
1.easyfig.fa	2.easyfig.fa	83.168	3119	471	22	82091	85173	89703	86603	0.0	3208
1.easyfig.fa	2.easyfig.fa	74.526	3851	827	50	38805	42600	26698	22947	0.0	2436
1.easyfig.fa	2.easyfig.fa	76.188	3431	704	47	77170	80566	94360	91009	0.0	2395
1.easyfig.fa	2.easyfig.fa	74.262	3792	949	16	63078	66857	108120	104344	0.0	2391
1.easyfig.fa	2.easyfig.fa	75.949	2607	577	21	26356	28944	37805	35231	0.0	1826
1.easyfig.fa	2.easyfig.fa	86.609	1262	168	1	85572	86832	86452	85191	0.0	1511
1.easyfig.fa	2.easyfig.fa	86.596	1231	162	3	102070	103299	65132	63904	0.0	1466
1.easyfig.fa	2.easyfig.fa	85.777	1139	159	1	30387	31522	33778	32640	0.0	1323
1.easyfig.fa	2.easyfig.fa	75.243	1749	364	31	95680	97409	71539	69841	0.0	1125
1.easyfig.fa	2.easyfig.fa	74.352	1505	373	7	21238	22733	42184	40684	0.0	955
1.easyfig.fa	2.easyfig.fa	72.900	1524	385	19	57303	58816	3402	1897	0.0	827
1.easyfig.fa	2.easyfig.fa	76.944	733	167	2	61140	61871	108982	108251	3.52e-157	554
1.easyfig.fa	2.easyfig.fa	68.482	1304	326	32	94394	95664	73055	71804	8.29e-121	432
1.easyfig.fa	2.easyfig.fa	70.132	683	204	0	20431	21113	43483	42801	5.60e-85	313
1.easyfig.fa	2.easyfig.fa	67.674	993	285	17	92712	93685	74646	73671	3.53e-81	300
1.easyfig.fa	2.easyfig.fa	68.956	757	214	8	42663	43413	18809	18068	6.38e-78	289
1.easyfig.fa	2.easyfig.fa	71.575	584	123	17	90403	90977	76595	76046	2.09e-71	268
1.easyfig.fa	2.easyfig.fa	67.450	553	111	11	91150	91656	75918	75389	8.88e-51	199
1.easyfig.fa	2.easyfig.fa	69.213	432	125	6	23860	24287	39149	38722	7.79e-39	160
1.easyfig.fa	2.easyfig.fa	90.000	70	5	2	88314	88382	76992	76924	4.04e-17	88.7
1.easyfig.fa	2.easyfig.fa	89.231	65	6	1	85579	85642	80949	80885	1.72e-15	83.3
1.easyfig.fa	2.easyfig.fa	71.069	159	46	0	59756	59914	999	841	6.00e-15	80.6
1.easyfig.fa	2.easyfig.fa	70.000	190	44	4	76559	76745	94931	94752	6.00e-15	80.6
1.easyfig.fa	2.easyfig.fa	84.416	77	10	2	33437	33513	63960	63886	2.09e-14	78.8
1.easyfig.fa	2.easyfig.fa	80.645	93	14	3	78283	78374	63961	63872	7.30e-14	77.9
1.easyfig.fa	2.easyfig.fa	69.412	170	52	0	23845	24014	38522	38353	8.90e-13	73.4
1.easyfig.fa	2.easyfig.fa	68.063	191	61	0	23818	24008	39311	39121	1.08e-11	70.7
1.easyfig.fa	2.easyfig.fa	87.097	62	5	2	33458	33518	63886	63945	1.08e-11	70.7
1.easyfig.fa	2.easyfig.fa	73.729	118	18	5	29114	29230	35035	34930	1.61e-09	63.5
1.easyfig.fa	2.easyfig.fa	84.848	66	5	4	78304	78368	63886	63947	5.62e-09	61.7
1.easyfig.fa	2.easyfig.fa	97.222	36	1	0	87603	87638	80947	80912	5.62e-09	61.7
1.easyfig.fa	2.easyfig.fa	81.967	61	11	0	88315	88375	86425	86365	5.62e-09	61.7
1.easyfig.fa	2.easyfig.fa	85.965	57	6	2	85603	85658	76986	76931	5.62e-09	60.8
1.easyfig.fa	2.easyfig.fa	83.333	60	5	2	33457	33515	30831	30886	1.96e-08	59.9
1.easyfig.fa	2.easyfig.fa	74.783	115	16	7	78303	78413	30885	30780	6.84e-08	58.1
1.easyfig.fa	2.easyfig.fa	81.818	66	7	3	78296	78360	30823	30884	6.84e-08	57.2
1.easyfig.fa	2.easyfig.fa	86.957	46	6	0	88315	88360	80929	80884	6.84e-08	57.2
1.easyfig.fa	2.easyfig.fa	81.818	55	10	0	93672	93726	89370	89316	2.39e-07	55.4
1.easyfig.fa	2.easyfig.fa	90.244	41	3	1	94505	94545	75103	75064	8.33e-07	53.6
1.easyfig.fa	2.easyfig.fa	80.357	56	11	0	88329	88384	89370	89315	2.91e-06	52.7
1.easyfig.fa	2.easyfig.fa	89.474	38	4	0	85602	85639	73694	73657	2.91e-06	51.8
1.easyfig.fa	2.easyfig.fa	78.261	69	12	2	33456	33524	93235	93170	2.91e-06	51.8
1.easyfig.fa	2.easyfig.fa	82.000	50	9	0	23920	23969	38687	38638	1.02e-05	50.9
1.easyfig.fa	2.easyfig.fa	87.500	40	5	0	92143	92182	75109	75070	1.02e-05	50.9
1.easyfig.fa	2.easyfig.fa	89.189	37	4	0	103263	103299	30884	30848	1.02e-05	50.0
1.easyfig.fa	2.easyfig.fa	89.189	37	4	0	88351	88387	75102	75066	1.02e-05	50.0
1.easyfig.fa	2.easyfig.fa	78.947	57	12	0	82426	82482	75125	75069	1.02e-05	50.0
1.easyfig.fa	2.easyfig.fa	93.750	32	2	0	88354	88385	90059	90028	1.02e-05	50.0
1.easyfig.fa	2.easyfig.fa	84.783	46	6	1	38167	38212	27321	27277	3.54e-05	49.1
1.easyfig.fa	2.easyfig.fa	75.758	66	16	0	21088	21153	42925	42860	3.54e-05	48.2
1.easyfig.fa	2.easyfig.fa	78.571	56	3	2	88351	88397	72950	72895	1.24e-04	47.3
1.easyfig.fa	2.easyfig.fa	85.000	40	6	0	60184	60223	544	505	1.24e-04	46.4
1.easyfig.fa	2.easyfig.fa	87.179	39	3	1	103261	103299	63884	63920	1.24e-04	46.4
1.easyfig.fa	2.easyfig.fa	80.000	50	10	0	88856	88905	76703	76654	1.24e-04	46.4
1.easyfig.fa	2.easyfig.fa	77.966	59	12	1	61078	61135	59	1	4.32e-04	45.5
1.easyfig.fa	2.easyfig.fa	79.630	54	10	1	93672	93724	72972	72919	4.32e-04	45.5
1.easyfig.fa	2.easyfig.fa	93.103	29	2	0	82451	82479	72947	72919	4.32e-04	44.6
1.easyfig.fa	2.easyfig.fa	88.235	34	4	0	93693	93726	75103	75070	4.32e-04	44.6
1.easyfig.fa	2.easyfig.fa	83.333	48	6	2	92742	92788	89346	89300	4.32e-04	44.6
1.easyfig.fa	2.easyfig.fa	78.947	57	8	2	78304	78360	93181	93233	4.32e-04	44.6
1.easyfig.fa	2.easyfig.fa	82.609	46	3	2	103255	103299	30823	30864	0.002	43.7
1.easyfig.fa	2.easyfig.fa	76.923	65	13	2	92113	92176	86426	86363	0.002	43.7
1.easyfig.fa	2.easyfig.fa	84.211	38	6	0	22801	22838	40364	40327	0.002	42.8
1.easyfig.fa	2.easyfig.fa	92.857	28	2	0	90943	90970	75897	75870	0.002	42.8
1.easyfig.fa	2.easyfig.fa	74.627	67	16	1	42520	42585	22856	22790	0.005	41.9
1.easyfig.fa	2.easyfig.fa	74.026	77	15	3	56804	56875	72977	72901	0.005	41.0
1.easyfig.fa	2.easyfig.fa	95.833	24	1	0	92748	92771	33727	33704	0.018	40.1
1.easyfig.fa	2.easyfig.fa	82.051	39	7	0	23875	23913	38372	38334	0.018	40.1
1.easyfig.fa	2.easyfig.fa	85.294	34	5	0	55684	55717	60387	60354	0.018	40.1
1.easyfig.fa	2.easyfig.fa	95.833	24	1	0	95888	95911	71827	71804	0.018	40.1
1.easyfig.fa	2.easyfig.fa	95.833	24	1	0	79905	79928	87601	87624	0.018	40.1
1.easyfig.fa	2.easyfig.fa	95.833	24	1	0	90517	90540	89345	89322	0.018	40.1
1.easyfig.fa	2.easyfig.fa	87.097	31	4	0	53230	53260	10201	10171	0.018	39.2
1.easyfig.fa	2.easyfig.fa	100.000	21	0	0	95644	95664	71331	71311	0.018	39.2
1.easyfig.fa	2.easyfig.fa	92.308	26	2	0	90526	90551	76240	76215	0.018	39.2
1.easyfig.fa	2.easyfig.fa	73.770	61	16	0	88326	88386	86365	86425	0.018	39.2
1.easyfig.fa	2.easyfig.fa	83.333	36	6	0	92726	92761	86367	86402	0.018	39.2
1.easyfig.fa	2.easyfig.fa	96.000	25	0	1	35818	35841	2953	2929	0.064	38.3
1.easyfig.fa	2.easyfig.fa	84.848	33	5	0	82454	82486	6343	6311	0.064	38.3
1.easyfig.fa	2.easyfig.fa	89.286	28	3	0	72511	72538	23788	23761	0.064	38.3
1.easyfig.fa	2.easyfig.fa	81.579	38	7	0	94405	94442	76170	76133	0.064	38.3
1.easyfig.fa	2.easyfig.fa	90.000	30	2	1	92750	92779	76945	76917	0.064	38.3
1.easyfig.fa	2.easyfig.fa	95.652	23	1	0	35818	35840	108005	107983	0.064	38.3
1.easyfig.fa	2.easyfig.fa	86.667	30	4	0	3537	3566	7489	7460	0.064	37.4
1.easyfig.fa	2.easyfig.fa	83.784	37	5	1	56792	56828	7524	7489	0.064	37.4
1.easyfig.fa	2.easyfig.fa	80.000	40	8	0	56822	56861	75109	75070	0.064	37.4
1.easyfig.fa	2.easyfig.fa	95.455	22	1	0	42004	42025	23480	23501	0.22	36.5
1.easyfig.fa	2.easyfig.fa	95.455	22	1	0	42720	42741	76945	76924	0.22	36.5
1.easyfig.fa	2.easyfig.fa	95.455	22	1	0	45118	45139	93886	93865	0.22	36.5
1.easyfig.fa	2.easyfig.fa	89.655	29	2	1	79896	79923	108090	108118	0.22	36.5
1.easyfig.fa	2.easyfig.fa	91.667	24	2	0	94519	94542	6335	6312	0.22	35.6
1.easyfig.fa	2.easyfig.fa	85.714	35	2	2	79898	79932	7457	7488	0.22	35.6
1.easyfig.fa	2.easyfig.fa	82.353	34	6	0	67770	67803	7458	7491	0.22	35.6
1.easyfig.fa	2.easyfig.fa	91.667	24	2	0	95597	95620	71849	71872	0.22	35.6
1.easyfig.fa	2.easyfig.fa	87.097	31	3	1	84245	84275	73919	73890	0.22	35.6
1.easyfig.fa	2.easyfig.fa	76.471	51	11	1	92153	92202	90059	90009	0.22	35.6
1.easyfig.fa	2.easyfig.fa	82.500	40	4	2	103261	103298	93179	93217	0.22	35.6
1.easyfig.fa	2.easyfig.fa	91.667	24	2	0	2026	2049	93856	93879	0.22	35.6
1.easyfig.fa	2.easyfig.fa	82.353	34	6	0	41771	41804	108120	108087	0.22	35.6
1.easyfig.fa	2.easyfig.fa	88.462	26	3	0	41315	41340	14820	14845	0.78	34.6
1.easyfig.fa	2.easyfig.fa	95.238	21	1	0	82462	82482	29968	29948	0.78	34.6
1.easyfig.fa	2.easyfig.fa	84.848	33	4	1	92149	92180	72951	72919	0.78	34.6
1.easyfig.fa	2.easyfig.fa	83.871	31	5	0	42713	42743	89345	89315	0.78	34.6
1.easyfig.fa	2.easyfig.fa	95.238	21	1	0	34379	34399	89335	89315	0.78	34.6
1.easyfig.fa	2.easyfig.fa	95.238	21	1	0	92752	92772	90050	90030	0.78	34.6
1.easyfig.fa	2.easyfig.fa	95.238	21	1	0	64572	64592	105957	105937	0.78	34.6
1.easyfig.fa	2.easyfig.fa	86.667	30	3	1	79895	79924	23761	23789	0.78	33.7
1.easyfig.fa	2.easyfig.fa	100.000	18	0	0	88367	88384	29965	29948	0.78	33.7
1.easyfig.fa	2.easyfig.fa	85.714	28	4	0	78739	78766	36749	36776	0.78	33.7
1.easyfig.fa	2.easyfig.fa	85.714	28	4	0	67766	67793	61892	61865	0.78	33.7
1.easyfig.fa	2.easyfig.fa	100.000	18	0	0	5472	5489	61882	61865	0.78	33.7
1.easyfig.fa	2.easyfig.fa	80.952	42	6	2	90788	90827	76091	76050	0.78	33.7
1.easyfig.fa	2.easyfig.fa	82.857	35	5	1	94404	94437	76203	76169	0.78	33.7
1.easyfig.fa	2.easyfig.fa	91.304	23	2	0	30440	30462	76945	76923	0.78	33.7
1.easyfig.fa	2.easyfig.fa	100.000	18	0	0	42726	42743	80910	80927	0.78	33.7
1.easyfig.fa	2.easyfig.fa	92.000	25	1	1	56832	56856	89344	89321	0.78	33.7
1.easyfig.fa	2.easyfig.fa	95.000	20	1	0	100123	100142	13786	13767	2.7	32.8
1.easyfig.fa	2.easyfig.fa	86.207	29	2	1	70208	70234	29975	29947	2.7	32.8
1.easyfig.fa	2.easyfig.fa	95.000	20	1	0	34381	34400	80909	80928	2.7	32.8
1.easyfig.fa	2.easyfig.fa	88.000	25	3	0	35818	35842	87576	87552	2.7	32.8
1.easyfig.fa	2.easyfig.fa	95.000	20	1	0	77652	77671	91669	91650	2.7	32.8
1.easyfig.fa	2.easyfig.fa	95.000	20	1	0	77651	77670	93861	93880	2.7	32.8
1.easyfig.fa	2.easyfig.fa	84.375	32	4	1	10774	10804	104889	104858	2.7	32.8
1.easyfig.fa	2.easyfig.fa	90.909	22	2	0	72510	72531	7483	7462	2.7	31.9
1.easyfig.fa	2.easyfig.fa	85.185	27	4	0	79901	79927	11005	10979	2.7	31.9
1.easyfig.fa	2.easyfig.fa	90.909	22	2	0	41322	41343	23226	23205	2.7	31.9
1.easyfig.fa	2.easyfig.fa	90.909	22	2	0	9064	9085	23766	23787	2.7	31.9
1.easyfig.fa	2.easyfig.fa	90.909	22	2	0	79904	79925	30746	30725	2.7	31.9
